Q_ID	Ref_ANS	Stud_ANS	Class
2	حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)	هو توفير الحماية اللازمة للمعلومات و البيانات الخاصة من مخاطر و التهديدات الامنية للمعلومات عن طريق تحصين المنشأ و الموظفين و الأجهزة المستخدمة و وسائل معالجة المعلومات(استقبال-تخزين-نشر)	4
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو علم يستخدم التحليل الاحصائى لصفات الإنسان الحيوية للحصول على الهوية الشخصية	4
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	هو إستعمال أموال مكتسبة بطريقة غير شرعية (مخدرات و سرقات) في أعمال و استثمارات كبيرة و تعتمد الانترنت مكان لنقل هذه الأموال و غسلها بطريقة صحيحة بين المصاريف و البنوك فهي تتعامل بينها عن طريق الانترنت .	5
30	التوفير و السرية و التكامل للمعلومات	البرامج تكون قبلة لعدة مستخدمين بحيث يتزايد الإقبال على التطبيقات و يمكن من التحول الى جعل التعاملات أوتوماتيكيا	0
32	اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء .	نشر الثغرات و العيوب، سرقة المعلومات السرية، تخريب الموقع	3
9	جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها	ضمن جرائم الانترنت التي تكون محل الجريمة وفي التصنيف الخاص جرام الأشخاص و نصب الأموال	5
38	 نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا	ـ تكتم الضحايا عن الجرائم  فمثلا أغلبها جرائم شرف لو لا تكتم عنها لأساءت للعائلات	2
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	هي جريمة تتمثل في نشر معلومات تمتلك حقوق نشر بصفة غير قانونية و قد تكون هذ المعلومات مرئية صوتية مكتوبة	3
17	البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة	اقترانه ببرامج أخرى، عند تحميل برامج التي تحتوي على تدخل الفيروسات وتنتشر.	3
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	سكوت وتكتم الضحايا، القوانين و التشريعات و ضرورة تطبيقها سهولة الاختراق و زيادة عدد المخترقين، توفير ادوات الاختراق زيادة و تطور البرامج بالتالي زيادة الثغرات	4
44	"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "	قراصنة  القبعات السوداء يسخرون قوتهم بطريقة شريرة فيعملون على سرقة و تخريب المعلومات اما القبعات البيضاء فهم يخترقون النظام و لكن ليعملوا على تقوية نظام الدفاع فنواياهم تكون غير شريرة و يكون عملهم نافع	5
12	 تقاس بقوة أضعف حلقة فيها وهي الإنسان (العنصر البشري) .	تقاس قوة سلسلة الأمن للنظام المعلوماتي بأضعف وأصغر جزء من النظام (إذا كان يحتوي على ثغرات أمن)	3
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي عنف منظم تقوم به جماعات من اجل كسب الأموال وتعتمد على التنظيم و كسب الأموال	5
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	الحصول على كلمات السر و ضع برنامج للتجسس	1
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	الخداع، انشاء صفحات مزورة	1
23	جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها	هو نشر تعليم غير قانونية و نشر تعاليم ذات حقوق النشر بطريقة غير قانونية .	0
17	البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة	تصفح مواقع مشبوهة، برامج الإنزال.	2
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	مع تطور البرامج و انتشار التكنولوجيا ت يظهر ثغرات كثيرا يستغلها المجرمون و ايضا ادوات الاختراق تتطور مع الوقت وظهور حيل جديدة	4
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	عند الاحساس الخاطئ بعدم الاكن لا يتخد الانسان الاجراءات اللازمة لحماية نفسه بينما هو معرض لاشكال كثيرة من الخطر	3
8	المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة	الابتزاز، التهديد التشهير التحايل ر نشر افكار معادية للدين النصب	5
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هي مجموعة من الصفات و الخصائص التي يتمتع بها الانسان كصوته و لون عينيه او بصماته و غيرها تستعمل لتحقيق الخصوصية و امن الانظمة الالكترونية	4
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	لدود هي عبارة عن فيروسات و لكنها تختلف عن الفيروسات فهي لا تعتمد على برنامج آخر في عملها عكس الفيروسات التي تعتمد على برنامج آخر للإختراق .	3
37	 لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن	دعم سياسة الأمن لا يرد مدخول مادي، سهولة و تطور اجهزة الاختراق، سرعة الهجمات.	2
1	هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها	هي كل سلوك غير قانوني يتم عن طريق الانترنت او الاجهزة الالكترونية يستهدف التخريبالابتزاز الاستغلال و الاعتداء يكون مخالفا للقيم و القانون مثل :نشر صور غير اخلاقيةالابتزاز و التشهير، الإطلاع على بيانات المستخدمين دون اذنهم استغلال البياناتالاعتداء المادي و المعنوي نشر افكار متطرفة...	4
40	بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها	من خلال الوكيل الذي يقوم بحصر ارتباط جميع المستخدمين الانترنت بجهة واحدة و جهاز واحدهذا ما يمكنه من اعداد احصائيات حول المستخدمين و بالتالي التعرف على عاداتهم.	5
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	الجوسسة، اتلاف المعلومات و أخذها، القرصنة، التحكم في الشبكة، تحميل برمجيات فاسدة.	3
33	حجب  المواقع إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم.	حجب مواقع لا نريد من مستخدمي المؤسسة الولوج إليها، القيام بإحصاءات حول المواقع الأكثر زيارة من طرف مستخدمي المؤسسة.	4
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	تطور و سهولة ادوات الاختراق تعتمد على الخداع في ارتكابها و عدم التضليل بالمرتكب، تطور البرامج يزيد من الثغور، زيادة المخترقين الذي يزيد في زيادة الثغرات، سرعة الهجوم.	4
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	تكسير كلمات المرور، سرقة المعلومات، تغيير أو تزوير البيانات، تعطيل أو تخريب البرامج أو الأجهزة.	3
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	عدم ترك أثر لها، عدم الوصول الى مرتكبيها.	2
33	حجب  المواقع إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم.	حجب مجموعة من المواقع على مستعملي الأنترنت الحصول على حماية أفضل لأنه يتم التحكم في المواقع المتاحة.	3
38	 نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا	لصعوبة تقفي اثر مرتكبي الجريمة، تطور الوسائل و الاعتماد على الذكاء، تستر الضحايا هذا يجعل اغلب الجرائم لا تكتشف	2
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	لأن لا توجد وسائل تقنية لتعديل هذا الضعف و الحل الوحيد هو التوعية، لكن يبقى هناك مشكل من هذه الناحية .	1
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	استغلال بيانات المستخدمين بابتزازهم او نشر هذه البيانات...المقصود في هذه النقطة ان بيانات المستخدم سرية لكن باختراق الموقع لن تصبح سرية، سرقة البيانات اختراق زوار الموقع باستخدام حصان طروادة فور دخول المستخدم للموقع جريمة نشر صور مسيئة على صفحة الموقع، اغراق الموقع و اسقاطه نهائيا.	3
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	تثبيت برامج ماكرة كاحصنة طروادة فبفتح البرنامج يقوم الماكر بعمله	1
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس هو برنامج صمم من طرف أشخاص من أجل تخريب أو شطب المعلومات من ذاكرة الحاسوب و هي تعتمد على برنامج آخر و لها إمكانية نسخ نفسها أما برنامج الإنزال فه الذي يقوم بنقل الفيروسات	2
30	التوفير و السرية و التكامل للمعلومات	إن تطبيق سياسة أمن المعلومات لا تقوم بالحد 100% على الجرائم الإلكترونية لكنها تقلل منها بنسبة عالية فينتج عنها بيئة أكثر أمانة و تقل الجرائم كما أنها تساعد على عدم ضياع الممتلكات و الأموال و تحمي الأفراد و المؤسسات و البرامج	1
12	 تقاس بقوة أضعف حلقة فيها وهي الإنسان (العنصر البشري) .	تقاس بقوة  أضعف حلقة فيها التي هي الإنسان	5
30	التوفير و السرية و التكامل للمعلومات	قلة الجرائم الاختراق، قلة الجرائم المالية، عدم السطو على البنوك.	0
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	ان يصبح المخترق للتحكم في النظام المعلوماتي و بالتالي يمكنه سرقة معلومات او تخريب النظام .	3
16	 تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .	تسجيل كل ما يكتبه المستخدم على لوحة المفاتيح للحصول على كلمة السر مثلا	3
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	الحصول على باب خلفي يمكن المخترق من الولوج إلى النظام التحكم بالكمبيوتر كمسؤول، التمكن من تثبيت برامج خبيثة أخرى الحصول على كافة المعلومات من ملفات إلى كلمات المرور إمكانية التعطيل الكلي للنظام .	5
32	اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء .	سرقة أموال و معلومات وتحويلها لمؤسسات و جمعيات خيرية رغم أن القبعات الرماية تقوم بأعمال أخلاقية إلا أنها عند إختراق مؤسسة ما سوف تفتح الطريق و تعطي أفكار للقبعات السوداء.	1
27	تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.	تعزيز الدعم المادي مع فرض غرامات على المجرمين، يجب توفير الخبرة الفنية، تطبيق التشريعات والقوانين الدولية والمحلية.	3
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	التلاعب النفسي و العاطفي، الرسائل الاغرائية	1
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	تحميل و إضافة و تغيير و حذف البيانات من النظام دون علم صاحب الجهاز، التحكم في النظام، التجسس على المعلومات الخاصة و ذلك بسرقة كلمات السر بواسطة برامج تجسس لوحة المفاتيح .	4
12	 تقاس بقوة أضعف حلقة فيها وهي الإنسان (العنصر البشري) .	تقاس قوة سلسلة الأمن بأضعف حلقة فيها ألا وهو الانسان	5
21	استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية .	الفيروسات، الدود، أحصنة الطروادة	1
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	يسمح للمخترق من الدخول إلى النظام عبر الباب الخلفي فيقوم بسرقة المعلومات أو إتلافها أو إتلاف النظام بالكامل، حذف و ادخال الملفات من و الى الجهاز، زرع برامج تجسس على المكالمات أو التجسس على لوحة المفاتيح.	5
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	ـضمان سرية المعلومات الخصوصية ثبوت الهوية سرية العمليات المالية.	4
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	ارسال بريد الكتروني مزيف لتحديث معلومات المستخدم الخاصة (بالمواقع اظهار صفحة ويب مزيفة للمستخدم تطلب من المستخدم، ادخال معلوماته و كلمة السر	3
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو قياس يسمح بالتعرف على هوية المستخدم عن طريق الاعضاء  الموجودة في جسم الانسان كبصمة الاصبع اليد او قزحية العين  وكذلك دراسة سلوك الانسان من اجل التاكد من هويته	3
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	نسخ البرامج بطريقة غير قانونية، نشر برامج أو موارد سمعية كتابية بصرية...بدون إن صاحبها و بشكل غير قانوني.	5
16	 تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .	معرفة الكلمات والحروف المستعملة على تلك لوحة المفاتيح وهذا للحد من الاختراق	0
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	لا تترك أثر فاعلها لأنها تتطلب ذكاء و خبرة كبيرة و لا يمكن للمحقق العادي حلها تتطلب الذكاء و الخبرة في تصميم البرامج	4
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس فهو نضام مخرب مطابق لبرنامج ما و يكون مفعل في حالة اشتغل البرنامج فقط البرنامج الإنزال : فهو يحوي الفيروسات بطريقة تشفيرية لا يمكن لك التعرف اليه	2
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	يستعمل مجرمو الكمبيوتر الانترنت لغسيل اموالهم او تبييضها بواسطة تجارة المخدرات التي أصبحت جريمة من الجرائم الالكترونية حيث اصبحت هناك مواقع للتجارة بالمخدرات و العقاقير الغير شرعية.	1
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	لا يوجد نظام معلوماتي امن بشكل تام كلما كبر النظام زادت الثغرات اخذ الحيطة والحذر	3
37	 لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن	لأنها تجهل أهمية و حجم الأموال التي يمكن توفيرها و جنيها من خلال تأمين المعلومات .	3
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	هو مصطلح يقصد به إستعمال أموال تم الحصول عليها بطريقة غير قانونية و إستعمالها في مشاريع قانونية و خيرية .	4
37	 لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن	لكثرة المصاريف و الإحساس الخاطئ بالأمن .	5
42	النمو السريع في استخدامات التطبيقات الإلكترونية واستخدام الانترنت  والتي تتطلب بيئة آمنة. (التجارة الإلكترونية، والحكومة الإلكترونية.) سرعة تغير مجال التقنية المعلوماتية، تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية.	سرية المعلومات و البيانات والحفاظ عليها لكي لا يمكن للمخترقين سحبها للحفاظ على سرية المستخدم	2
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	رسائل الاغراء، الكذب ولا يتم استعمال البرمجيات	2
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	تجسس، تحميل ملفات من و إلى الحاسوب (نظام معلوماتي) تخريب ملفات و تسبب في شلل الحاسوب، أخذ كلمات المرور و معلومات هامة .	4
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	تتم بتواطئ الموظفين يتم التجسس على الأنظمة و إرسال معلوماتها عبر البريد الإلكتروني إلى المنافسين  احيانا تكنولوجيا المعلومات هي نفسها الهدف من التجسس الصناعي حيث تتم سرقتها وبيعها	5
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	تعليم الطلاب و الموظفين بأهمية الأمن المعلوماتي بمحاضرات قصيرة و الحضور يكون إجباري .	1
8	المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة	السب والشتمالتعدي الالكترونيالابتزاز،التحرش	4
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي سلوك غير قانوني تقوم على التنظيم بهدف رقة المعلومات او تغييرها	4
17	البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة	الرسائل الإلكترونية التي تحتوي البرامج مواقع الإنترنت.	4
30	التوفير و السرية و التكامل للمعلومات	الحد و تفادي و نقص الانتهاكات بأخذ الاحتياطات الازمة	1
1	هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها	هي كل سلوك غير قانوني يتم بإستخدام الأجهزة الإلكترونية و الأنترنت، يحصل المخترق منها على فوائد مادية أو معنوية بينما تحمل الضحية الخسائر .	4
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	و ذلك لاختلاف نتائج الجريمة الالكترونية عن الجريمة العادية و كذلك لاختلاف اصناف و أنواع الجريمة الالكترونية	1
31	تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه .	تحسين النظام، معرفة الثغرات الأمنية، تصحيح الثغرات الأمنية، منع استغلال الثغرات من قبل الكراكر .	5
42	النمو السريع في استخدامات التطبيقات الإلكترونية واستخدام الانترنت  والتي تتطلب بيئة آمنة. (التجارة الإلكترونية، والحكومة الإلكترونية.) سرعة تغير مجال التقنية المعلوماتية، تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية.	إستعمال الأنظمة الإلكترونية في التبادل المالي، الحكومة الإلكترونية، كثرة المخترقين الذي يؤدي إلى إكتشاف الكثير من الثغرات، سرعة الإختراقات سهولة إنشاء البرامج للاختراق.	5
17	البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة	فتح المواقع المشبوهة، تنتشر عن طريق الرسائل أحصنة طروادة الإعلانات	3
23	جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها	تسريب المعلومات السياسية و الديبلوماسية و تصنف من الجرائم التي تقع في أو عبر الأنترنت .	4
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي عنف منظم تقوم به جماعات الاجرام التي ترتكب أعمالا غير قانونية (كالاختراق) للحصول على مكاسب مالية	4
44	"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "	كلاهما يقومان بانشاء برامج لسرقة البيانات و المعلومات و لكن عمل قراصنة القبعات السوداء اثار سلبية عديدة و لا يعود بالفائدة سوى على المجرم  او الدافعين له اما قراصنة القبعات البيضاء فهم يقومون بحماية وسائل الدفاع فقط	5
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروس هو برنامج صمم ليقترن ببرنامج آخر ثم يعيد تشكيل نفسه عند إقترانه ببرامج أخرى . الدود : تستغل الدودة الفجوات في أنظمة التشغيل لتقوم بهجوم مباشر .	5
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	هي التأثير على الشخص باستخدام طرق نفسية عبر الهاتف أو وجه لوجه أو عبر البريد الإلكتروني أو عبر صفحات الأنترنت و ذلك للحصول على معلومات منه .	5
20	كلمة المرورالقياس الحيويالتشفير الجدران النارية، التوقيع الالكتروني. 	تكمن في القياس الحيوي فزيائي كان مثل:قرنية العين  ملامح الوجه بصمة اليد و الإصبع.أما في الشكلي: فيكون في التوقيع كلمة السر الضغط على المفاتيح	3
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروسات هي برامج مستخدمة عمدا من أجل تخريب إزالة أو تبديل المعلومات في الجهاز تكون في الجهاز بينما الدود هو برنامج يقوم بقذف الجهاز بسرعة، بإستعمال فجوات يعبر منها .	3
26	 جرائم السطو على أرقام البطاقات الائتمانية تزوير البيانات الجرائم المنظمة تجارة المخدرات، غسيل الأموال.  	السطو على بطاقات الائتمان و اختلاس اموالها، التجارة بالمخدرات و مختلف الأدوات الممنوعة،تزوير البيانات، اختراق البنوك المالية و سرقة أموالها.	3
